Marca temporal,"El siguiente cuestionario hace parte de una tesis de maestría cuyo objetivo es indagar sobre las dinámicas de violencias basadas en género (VBG) en la Universidad de Antioquia. Su participación es completamente voluntaria y confidencial; puede retirarse en cualquier momento si así lo desea. Los datos serán anónimos y utilizados únicamente con fines académicos. Al continuar con esta encuesta, usted acepta participar de manera voluntaria y comprendiendo que puede omitir cualquier pregunta que le cause incomodidad. Si tiene preguntas, puede contactarme al correo Natalia.loperao@udea.edu.co. 
¿Desea continuar con el cuestionario? ",Pregrado,Semestre,Edad,Género,¿Ha sido víctima de alguno de los siguientes hechos al interior de la facultad? Seleccione una o varias opciones.  ,¿Ha tenido conocimiento de la ocurrencia de alguno de los siguientes hechos al interior de la facultad? Seleccione una o varias opciones,El último hecho del que tuvo conocimiento o ha sido víctima ocurrió,"De los siguientes hechos, seleccione los que considera que tiene mayor ocurrencia en la facultad. (Elija solo dos opciones)","Desde su perspectiva, ¿de cuáles actores suelen provenir en mayor medida los hechos de violencia de género? Seleccione máximo dos opciones. ","Desde su perspectiva, ¿en qué espacios suelen ocurrir con mayor frecuencia los hechos de violencia de género? Seleccione 3 opciones máximo",¿Qué iniciativas institucionales para la sensibilización de la violencia de género cconoce ? (Puede elegir multiples opciones),De las siguientes iniciativas ¿a cuántas ha asistido? (Puede elegir multiples opciones),"¿conoce la Ruta Violeta? (Marque una opción del 1 al 5, siendo 1 que no conoce nada y 5 que conoce mucho)","Si fueras víctima de violencia de género, ¿a qué dependencia recurriría para hacer la denuncia? (Puede elegir varias opciones). ","De los siguientes mecanismos de denuncia no institucional, ¿en cuáles ha participado? (Puede elegir varias opciones)","En caso de que usted fuera víctima de violencia de género ¿considera que puede recurrir a la Universidad en busca de ayuda, aunque el hecho se haya producido por fuera de ella?",¿Considera la Universidad un entorno seguro? ,  ¿Cómo calificaría los mecanismos institucionales para la atención de casos de violencia de género?  , ¿Cómo calificaría las posturas y estrategias del personal administrativo frente a las violencias basadas en género?  , ¿Cómo calificaría las posturas y estrategias de los docentes frente a las violencias basadas en género?  ,En términos generales ¿Cómo describiría al personal administrativo de la facultad?  ,En términos generales ¿Cómo describiría a los docentes de la facultad?  ,"¿Considera que el trato recibido por parte de los administrativos de la facultad fomenta la confianza, propiciando ambientes idóneos para las denuncias de violencias basadas en género?","¿Considera que el trato recibido por parte de los docentes de la facultad fomenta la confianza, propiciando ambientes idóneos para las denuncias de violencias basadas en género?","De los siguientes aspectos, seleccione los que considera más prioritarios para mejora la atención de los casos de violencia de género. Seleccione máximo 3 opciones  ","  Si considera que hay otro aspecto administrativo que la universidad deba mejorar para que la atención de los casos de violencia de género sea efectiva, porfavor mencionelos aquí.   "
9/10/2024 14:08:34,Sí,antropologia,4,20,Masculino,"Acoso Sexual (Acoso físico, verbal, visual)","Acoso Sexual (Acoso físico, verbal, visual)",En los últimos 6 meses,"Acoso Sexual (acoso físico, verbal, visual)",Actores externos al rededor de la universidad,Alrededores de la Universidad,Ninguna,Ninguna,1,Bienestar Universitario,Ninguno,Sí,Sí,Efectivos,Flexibles,Flexibles,"Colaborativo, proactivo","Colaborativo, proactivo",Sí,Sí,"Mayor inclusión de los/las estudiantes en el diseño de los protocolos y rutas de atención, Aumental la confianza de los estudiantes en los mecanismos institucionales",
9/10/2024 14:13:19,Sí,sociologia,3,21,no binario,"Violación sexual, Acoso Sexual (Acoso físico, verbal, visual), Difusión de contenido sexual no consentido","Violación sexual, Difusión de contenido sexual no consentido, Comentarios sexistas en el ámbito académico (durante clase, asesorías, proyectos de investigación, etc)",En el último año,"Difusión de contenido sexual no consentido, Exclusión o discriminación en actividades académicas y/o laborales ligadas a la facultad","Compañero sexual o afectivo que también es estudiante, Actores externos al rededor de la universidad","Alrededores de la Universidad, Baños, Oficinas",Conversatorios e iniciativas culturales y artísticas,Conversatorios e iniciativas culturales y artísticas,2,"Bienestar Universitario, Unidad de asuntos disciplinarios (UAD), Centro de atención en género y diversidad sexual, Líneas de atención telefónica o vía email, Jefaturas, Decanatura, colectivos feministas de la facultad","Protestas, espacios asamblearios motivadas por vbg",No,Sí,Efectivos,Conservadoras,Conservadoras,Autoritario,Autoritario,No,No,Personal más empático y capacitado para atender a las víctimas,
9/10/2024 14:18:56,Sí,sociologia,6,21,Femenino,Nignuno,"Violación sexual, Acoso Sexual (Acoso físico, verbal, visual), Difusión de contenido sexual no consentido, Comentarios sexistas en espacios de interacción social o esparcimiento, Comentarios sexistas en el ámbito académico (durante clase, asesorías, proyectos de investigación, etc), Exclusión o discriminación en actividades académicas y/o laborales ligadas a la facultad",En los últimos 6 meses,"Acoso Sexual (acoso físico, verbal, visual), Comentarios sexistas en espacios de interacción social o esparcimiento","Estudiantes, Docentes","Alrededores de la Universidad, Pasillos, Espacios de interacción social (plazoleta, jardineras, etc)",Ninguna,Ninguna,3,"Bienestar Universitario, Unidad de asuntos disciplinarios (UAD), Centro de atención en género y diversidad sexual, Líneas de atención telefónica o vía email, Jefaturas, Decanatura",Ninguno,No,No,No efectivos,No sabe/No responde,Flexibles,No sabe/No responde,"Colaborativo, proactivo",No sabe/No responde,Sí,"Mayor inclusión de los/las estudiantes en el diseño de los protocolos y rutas de atención, Diseño de protocolos y rutas de atención más claras y amigables para los/las estudiantes, Personal más empático y capacitado para atender a las víctimas",
9/10/2024 14:20:28,Sí,trabajo social,6,26,Masculino,Nignuno,Nignuno,No aplica,"Acoso Sexual (acoso físico, verbal, visual)","Estudiantes, Compañero sexual o afectivo que también es estudiante","Aulas, Baños, Espacios de interacción social (plazoleta, jardineras, etc)",Cursos y seminarios,Cursos y seminarios,2,"Bienestar Universitario, Unidad de asuntos disciplinarios (UAD), Centro de atención en género y diversidad sexual, Líneas de atención telefónica o vía email, Jefaturas, Decanatura",Ninguno,No,No,Parcialmente efectivos,No sabe/No responde,Flexibles,No sabe/No responde,"Colaborativo, proactivo",No sabe/No responde,Sí,"Aumental la confianza de los estudiantes en los mecanismos institucionales, Diseño de protocolos y rutas de atención más claras y amigables para los/las estudiantes",
9/10/2024 14:24:13,Sí,psicologia,6,24,Masculino,Comentarios sexistas en espacios de interacción social o esparcimiento,"Acoso Sexual (Acoso físico, verbal, visual), Difusión de contenido sexual no consentido, Comentarios sexistas en espacios de interacción social o esparcimiento, Comentarios sexistas en el ámbito académico (durante clase, asesorías, proyectos de investigación, etc), Exclusión o discriminación en actividades académicas y/o laborales ligadas a la facultad",En los últimos 6 meses,"Comentarios sexistas en espacios de interacción social o esparcimiento, Comentarios sexuales en el ámbito académico (durante clase, asesorías, proyectos de investigación, etc)","Compañero sexual o afectivo que también es estudiante, Actores externos al rededor de la universidad","Alrededores de la Universidad, Espacios de interacción social (plazoleta, jardineras, etc)","Cátedra del cuidado de sí (Nataly Palacios), Conversatorios e iniciativas culturales y artísticas","Cátedra del cuidado de sí (Nataly Palacios), Conversatorios e iniciativas culturales y artísticas, espacios asamblearios motivadas por vbg",3,"Bienestar Universitario, Unidad de asuntos disciplinarios (UAD), Centro de atención en género y diversidad sexual, Líneas de atención telefónica o vía email, Jefaturas, Decanatura, colectivos feministas de la facultad",contar a las amigas,No,No,No efectivos,Conservadoras,Conservadoras,Autoritario,Autoritario,No,No,"Aumental la confianza de los estudiantes en los mecanismos institucionales, Personal más empático y capacitado para atender a las víctimas",
9/10/2024 14:26:33,Sí,antropologia,4,23,no binario,"Comentarios sexistas en espacios de interacción social o esparcimiento, Comentarios sexistas en el ámbito académico (durante clase, asesorías, proyectos de investigación, etc), Exclusión o discriminación en actividades académicas y/o laborales ligadas a la facultad","Comentarios sexistas en espacios de interacción social o esparcimiento, Comentarios sexistas en el ámbito académico (durante clase, asesorías, proyectos de investigación, etc)",En los últimos 3 meses,"Comentarios sexistas en espacios de interacción social o esparcimiento, Comentarios sexuales en el ámbito académico (durante clase, asesorías, proyectos de investigación, etc)","Docentes, Compañero sexual o afectivo que también es estudiante","Aulas, Alrededores de la Universidad, Espacios de interacción social (plazoleta, jardineras, etc)","No género violencia, Conversatorios e iniciativas culturales y artísticas","No género violencia, Cursos y seminarios",2,"Bienestar Universitario, Centro de atención en género y diversidad sexual, Líneas de atención telefónica o vía email, fiscalia",Ninguno,No,No,No efectivos,No sabe/No responde,Conservadoras,No sabe/No responde,Autoritario,No sabe/No responde,No,Aumental la confianza de los estudiantes en los mecanismos institucionales,
9/10/2024 14:28:23,Sí,historia,2,24,Masculino,Nignuno,"Acoso Sexual (Acoso físico, verbal, visual), Difusión de contenido sexual no consentido, Comentarios sexistas en espacios de interacción social o esparcimiento, Comentarios sexistas en el ámbito académico (durante clase, asesorías, proyectos de investigación, etc), Exclusión o discriminación en actividades académicas y/o laborales ligadas a la facultad",En los últimos 6 meses,"Acoso Sexual (acoso físico, verbal, visual), Exclusión o discriminación en actividades académicas y/o laborales ligadas a la facultad","Estudiantes, Docentes","Alrededores de la Universidad, Pasillos, Espacios de interacción social (plazoleta, jardineras, etc)","Conversatorios e iniciativas culturales y artísticas, Cursos y seminarios, Campañas de sensibilización","Conversatorios e iniciativas culturales y artísticas, Cursos y seminarios, Campañas de sensibilización",3,"Bienestar Universitario, Unidad de asuntos disciplinarios (UAD), Centro de atención en género y diversidad sexual, Líneas de atención telefónica o vía email, Jefaturas, Decanatura",Ninguno,Sí,No,Parcialmente efectivos,No sabe/No responde,Flexibles,No sabe/No responde,"Colaborativo, proactivo",No sabe/No responde,Sí,"Mayor inclusión de los/las estudiantes en el diseño de los protocolos y rutas de atención, Diseño de protocolos y rutas de atención más claras y amigables para los/las estudiantes, Personal más empático y capacitado para atender a las víctimas",
9/10/2024 14:30:42,Sí,historia,3,22,Femenino,Comentarios sexistas en espacios de interacción social o esparcimiento,"Acoso Sexual (Acoso físico, verbal, visual), Comentarios sexistas en espacios de interacción social o esparcimiento, Comentarios sexistas en el ámbito académico (durante clase, asesorías, proyectos de investigación, etc)",En los últimos 3 meses,"Acoso Sexual (acoso físico, verbal, visual), Comentarios sexistas en espacios de interacción social o esparcimiento","Estudiantes, Docentes","Aulas, Pasillos, Espacios de interacción social (plazoleta, jardineras, etc)","Conversatorios e iniciativas culturales y artísticas, Campañas de sensibilización","Conversatorios e iniciativas culturales y artísticas, Campañas de sensibilización",2,"Bienestar Universitario, Unidad de asuntos disciplinarios (UAD), Centro de atención en género y diversidad sexual",Ninguno,No,No,No sabe/No responde,No sabe/No responde,Flexibles,No sabe/No responde,"Colaborativo, proactivo",No sabe/No responde,Sí,"Mayor inclusión de los/las estudiantes en el diseño de los protocolos y rutas de atención, Personal más empático y capacitado para atender a las víctimas",
9/10/2024 14:32:32,Sí,trabajo social,3,20,Masculino,"Acoso Sexual (Acoso físico, verbal, visual)","Acoso Sexual (Acoso físico, verbal, visual), Comentarios sexistas en espacios de interacción social o esparcimiento, Comentarios sexistas en el ámbito académico (durante clase, asesorías, proyectos de investigación, etc)",En los últimos 6 meses,"Acoso Sexual (acoso físico, verbal, visual), Comentarios sexistas en espacios de interacción social o esparcimiento","Estudiantes, Actores externos al rededor de la universidad","Alrededores de la Universidad, Pasillos, Espacios de interacción social (plazoleta, jardineras, etc)",Conversatorios e iniciativas culturales y artísticas,Conversatorios e iniciativas culturales y artísticas,2,Bienestar Universitario,Ninguno,No,No,No efectivos,No sabe/No responde,Flexibles,No sabe/No responde,Innovador,No sabe/No responde,Sí,"Diseño de protocolos y rutas de atención más claras y amigables para los/las estudiantes, Personal más empático y capacitado para atender a las víctimas",
9/10/2024 14:37:17,Sí,psicologia,3,23,Femenino,Nignuno,"Violación sexual, Acoso Sexual (Acoso físico, verbal, visual), Difusión de contenido sexual no consentido, Comentarios sexistas en espacios de interacción social o esparcimiento, Comentarios sexistas en el ámbito académico (durante clase, asesorías, proyectos de investigación, etc), Exclusión o discriminación en actividades académicas y/o laborales ligadas a la facultad",En los últimos 6 meses,"Difusión de contenido sexual no consentido, Comentarios sexuales en el ámbito académico (durante clase, asesorías, proyectos de investigación, etc)","Docentes, Compañero sexual o afectivo que también es estudiante","Alrededores de la Universidad, Prácticas y/o salidas de campo, Baños",Ninguna,Ninguna,2,"Bienestar Universitario, Centro de atención en género y diversidad sexual, Jefaturas","Protestas, Escrache, Divulgación en medios independientes como revistas",No,No,Parcialmente efectivos,Flexibles,Conservadoras,Innovador,Autoritario,Sí,No,"Aumental la confianza de los estudiantes en los mecanismos institucionales, Mayor difusión de los protocolos y rutas de atención, Personal más empático y capacitado para atender a las víctimas",
9/10/2024 14:39:00,Sí,sociologia,4,21,Femenino,Difusión de contenido sexual no consentido,"Violación sexual, Acoso Sexual (Acoso físico, verbal, visual), Difusión de contenido sexual no consentido, Comentarios sexistas en espacios de interacción social o esparcimiento, Comentarios sexistas en el ámbito académico (durante clase, asesorías, proyectos de investigación, etc), Exclusión o discriminación en actividades académicas y/o laborales ligadas a la facultad",En los últimos 3 meses,"Acoso Sexual (acoso físico, verbal, visual), Difusión de contenido sexual no consentido","Estudiantes, Docentes","Aulas, Pasillos, Espacios de interacción social (plazoleta, jardineras, etc)","No género violencia, Cátedra del cuidado de sí (Nataly Palacios), Conversatorios e iniciativas culturales y artísticas, Cursos y seminarios, Campañas de sensibilización","No género violencia, Cátedra del cuidado de sí (Nataly Palacios), Conversatorios e iniciativas culturales y artísticas, Cursos y seminarios, Campañas de sensibilización",3,"Bienestar Universitario, Unidad de asuntos disciplinarios (UAD), Centro de atención en género y diversidad sexual, Líneas de atención telefónica o vía email, Jefaturas, Decanatura","Protestas, Escrache, Divulgación en medios independientes como revistas, Ninguno",Sí,No,Parcialmente efectivos,No sabe/No responde,Flexibles,No sabe/No responde,Innovador,No sabe/No responde,Sí,"Mayor inclusión de los/las estudiantes en el diseño de los protocolos y rutas de atención, Diseño de protocolos y rutas de atención más claras y amigables para los/las estudiantes, Personal más empático y capacitado para atender a las víctimas",
9/10/2024 14:50:12,Sí,sociologia,2,22,Femenino,Nignuno,Nignuno,No aplica,"Acoso Sexual (acoso físico, verbal, visual), Comentarios sexistas en espacios de interacción social o esparcimiento","Estudiantes, Docentes","Aulas, Prácticas y/o salidas de campo, Espacios de interacción social (plazoleta, jardineras, etc)",Ninguna,Ninguna,3,Bienestar Universitario,Ninguno,Sí,No,No sabe/No responde,No sabe/No responde,Flexibles,No sabe/No responde,"Colaborativo, proactivo",No sabe/No responde,Sí,"Aumental la confianza de los estudiantes en los mecanismos institucionales, Personal más empático y capacitado para atender a las víctimas",
9/10/2024 14:52:01,Sí,trabajo social,6,20,no binario,"Comentarios sexistas en espacios de interacción social o esparcimiento, Comentarios sexistas en el ámbito académico (durante clase, asesorías, proyectos de investigación, etc), Exclusión o discriminación en actividades académicas y/o laborales ligadas a la facultad","Acoso Sexual (Acoso físico, verbal, visual), Difusión de contenido sexual no consentido, Comentarios sexistas en espacios de interacción social o esparcimiento, Comentarios sexistas en el ámbito académico (durante clase, asesorías, proyectos de investigación, etc), Exclusión o discriminación en actividades académicas y/o laborales ligadas a la facultad",En los últimos 6 meses,"Comentarios sexistas en espacios de interacción social o esparcimiento, Comentarios sexuales en el ámbito académico (durante clase, asesorías, proyectos de investigación, etc)","Estudiantes, Docentes","Alrededores de la Universidad, Pasillos, Espacios de interacción social (plazoleta, jardineras, etc)",Ninguna,Ninguna,2,"Bienestar Universitario, Unidad de asuntos disciplinarios (UAD)",Ninguno,No,No,No sabe/No responde,No sabe/No responde,Flexibles,"Colaborativo, proactivo","Colaborativo, proactivo",No sabe/No responde,Sí,"Aumental la confianza de los estudiantes en los mecanismos institucionales, Diseño de protocolos y rutas de atención más claras y amigables para los/las estudiantes",
9/10/2024 15:01:52,Sí,sociologia,4,20,Femenino,Comentarios sexistas en espacios de interacción social o esparcimiento,"Violación sexual, Acoso Sexual (Acoso físico, verbal, visual), Difusión de contenido sexual no consentido, Comentarios sexistas en espacios de interacción social o esparcimiento, Comentarios sexistas en el ámbito académico (durante clase, asesorías, proyectos de investigación, etc), Exclusión o discriminación en actividades académicas y/o laborales ligadas a la facultad",En los últimos 3 meses,"Difusión de contenido sexual no consentido, Comentarios sexistas en espacios de interacción social o esparcimiento","Estudiantes, Docentes","Aulas, Prácticas y/o salidas de campo, Baños","Conversatorios e iniciativas culturales y artísticas, Cursos y seminarios",Ninguna,2,"Bienestar Universitario, Centro de atención en género y diversidad sexual",Ninguno,No,Sí,No sabe/No responde,Innovadoras,Innovadoras,No sabe/No responde,"Colaborativo, proactivo",No sabe/No responde,Sí,"Aumental la confianza de los estudiantes en los mecanismos institucionales, Diseño de protocolos y rutas de atención más claras y amigables para los/las estudiantes, Personal más empático y capacitado para atender a las víctimas",
9/10/2024 15:04:13,Sí,historia,4,22,Femenino,"Acoso Sexual (Acoso físico, verbal, visual), Comentarios sexistas en espacios de interacción social o esparcimiento, Comentarios sexistas en el ámbito académico (durante clase, asesorías, proyectos de investigación, etc)","Difusión de contenido sexual no consentido, Comentarios sexistas en espacios de interacción social o esparcimiento, Exclusión o discriminación en actividades académicas y/o laborales ligadas a la facultad",En los últimos 3 meses,"Difusión de contenido sexual no consentido, Comentarios sexistas en espacios de interacción social o esparcimiento","Docentes, Actores externos al rededor de la universidad","Aulas, Alrededores de la Universidad, Espacios de interacción social (plazoleta, jardineras, etc)","No género violencia, Cátedra del cuidado de sí (Nataly Palacios), Conversatorios e iniciativas culturales y artísticas, Cursos y seminarios, Campañas de sensibilización",Ninguna,4,"Bienestar Universitario, Unidad de asuntos disciplinarios (UAD), Centro de atención en género y diversidad sexual, Líneas de atención telefónica o vía email, Jefaturas, Decanatura",Ninguno,Sí,No,No efectivos,No sabe/No responde,Conservadoras,Inoperante,Inoperante,No sabe/No responde,Sí,"Mayor inclusión de los/las estudiantes en el diseño de los protocolos y rutas de atención, Diseño de protocolos y rutas de atención más claras y amigables para los/las estudiantes, Personal más empático y capacitado para atender a las víctimas",
9/10/2024 15:05:55,Sí,antropologia,4,20,Masculino,Nignuno,Nignuno,No aplica,"Acoso Sexual (acoso físico, verbal, visual), Comentarios sexistas en espacios de interacción social o esparcimiento","Docentes, Compañero sexual o afectivo que también es estudiante","Aulas, Alrededores de la Universidad, Prácticas y/o salidas de campo","No género violencia, Conversatorios e iniciativas culturales y artísticas, Campañas de sensibilización",Ninguna,2,Bienestar Universitario,Ninguno,No,No,No efectivos,No sabe/No responde,Flexibles,No sabe/No responde,"Colaborativo, proactivo",No sabe/No responde,Sí,"Mayor inclusión de los/las estudiantes en el diseño de los protocolos y rutas de atención, Diseño de protocolos y rutas de atención más claras y amigables para los/las estudiantes, Personal más empático y capacitado para atender a las víctimas",
9/10/2024 15:07:54,Sí,sociologia,6,22,Femenino,Nignuno,"Acoso Sexual (Acoso físico, verbal, visual), Difusión de contenido sexual no consentido, Comentarios sexistas en el ámbito académico (durante clase, asesorías, proyectos de investigación, etc)",En los últimos 3 meses,"Acoso Sexual (acoso físico, verbal, visual), Comentarios sexistas en espacios de interacción social o esparcimiento","Estudiantes, Docentes","Alrededores de la Universidad, Pasillos, Espacios de interacción social (plazoleta, jardineras, etc)","No género violencia, Conversatorios e iniciativas culturales y artísticas, Cursos y seminarios, Campañas de sensibilización",Ninguna,3,Bienestar Universitario,Ninguno,No,No,Parcialmente efectivos,No sabe/No responde,Flexibles,Inoperante,"Colaborativo, proactivo",No sabe/No responde,Sí,"Aumental la confianza de los estudiantes en los mecanismos institucionales, Diseño de protocolos y rutas de atención más claras y amigables para los/las estudiantes, Personal más empático y capacitado para atender a las víctimas",
9/10/2024 15:11:07,Sí,historia,6,20,Femenino,Nignuno,"Acoso Sexual (Acoso físico, verbal, visual), Difusión de contenido sexual no consentido, Comentarios sexistas en espacios de interacción social o esparcimiento, Comentarios sexistas en el ámbito académico (durante clase, asesorías, proyectos de investigación, etc)",En los últimos 3 meses,"Difusión de contenido sexual no consentido, Comentarios sexistas en espacios de interacción social o esparcimiento","Estudiantes, Docentes","Aulas, Alrededores de la Universidad, Espacios de interacción social (plazoleta, jardineras, etc)","No género violencia, Cátedra del cuidado de sí (Nataly Palacios), Conversatorios e iniciativas culturales y artísticas, Cursos y seminarios, Campañas de sensibilización",Ninguna,2,"Bienestar Universitario, Unidad de asuntos disciplinarios (UAD), Centro de atención en género y diversidad sexual, Líneas de atención telefónica o vía email, Jefaturas, Decanatura","Protestas, Escrache, Divulgación en medios independientes como revistas",No,Sí,No efectivos,No sabe/No responde,Flexibles,No sabe/No responde,"Colaborativo, proactivo",No sabe/No responde,Sí,"Mayor inclusión de los/las estudiantes en el diseño de los protocolos y rutas de atención, Aumental la confianza de los estudiantes en los mecanismos institucionales, Diseño de protocolos y rutas de atención más claras y amigables para los/las estudiantes",
9/10/2024 15:13:42,Sí,trabajo social,6,20,Femenino,Nignuno,Nignuno,No aplica,"Difusión de contenido sexual no consentido, Comentarios sexistas en espacios de interacción social o esparcimiento","Estudiantes, Docentes","Aulas, Pasillos, Oficinas",Ninguna,Ninguna,2,Bienestar Universitario,Ninguno,Sí,Sí,No sabe/No responde,Innovadoras,Innovadoras,Inoperante,"Colaborativo, proactivo",No sabe/No responde,Sí,"Mayor inclusión de los/las estudiantes en el diseño de los protocolos y rutas de atención, Aumental la confianza de los estudiantes en los mecanismos institucionales, Personal más empático y capacitado para atender a las víctimas",
9/10/2024 15:22:26,Sí,sociologia,7,22,Prefiero no decirlo,Nignuno,Nignuno,No aplica,"Acoso Sexual (acoso físico, verbal, visual), Comentarios sexuales en el ámbito académico (durante clase, asesorías, proyectos de investigación, etc)","Docentes, Compañero sexual o afectivo que también es estudiante","Prácticas y/o salidas de campo, Pasillos, Baños",,Campañas de sensibilización,2,"Bienestar Universitario, Unidad de asuntos disciplinarios (UAD), Centro de atención en género y diversidad sexual, Líneas de atención telefónica o vía email, Jefaturas, Decanatura",Ninguno,Sí,Sí,No sabe/No responde,Flexibles,Innovadoras,"Colaborativo, proactivo",Innovador,No,No,"Mayor inclusión de los/las estudiantes en el diseño de los protocolos y rutas de atención, Aumental la confianza de los estudiantes en los mecanismos institucionales, Personal más empático y capacitado para atender a las víctimas",
9/10/2024 15:27:22,Sí,antropologia,4,20,Femenino,"Comentarios sexistas en el ámbito académico (durante clase, asesorías, proyectos de investigación, etc)","Acoso Sexual (Acoso físico, verbal, visual)",En los últimos 3 meses,"Acoso Sexual (acoso físico, verbal, visual)","Estudiantes, Compañero sexual o afectivo que también es estudiante","Aulas, Alrededores de la Universidad, Espacios de interacción social (plazoleta, jardineras, etc)",Campañas de sensibilización,Ninguna,4,"Bienestar Universitario, Unidad de asuntos disciplinarios (UAD), Centro de atención en género y diversidad sexual","Protestas, Escrache",Sí,No,No efectivos,No sabe/No responde,Flexibles,No sabe/No responde,"Colaborativo, proactivo",No sabe/No responde,Sí,"Mayor inclusión de los/las estudiantes en el diseño de los protocolos y rutas de atención, Mayor difusión de los protocolos y rutas de atención, Personal más empático y capacitado para atender a las víctimas",
